form	lemma	POS	morph
iusta	iustus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
caro	caro1	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
amittit	amitto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
per	per	PRE	MORPH=empty
curam	cura	NOMcom	Case=Acc|Numb=Sing
ecclesiae	ecclesia	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
agapen	agapen	NOMcom	Case=Acc|Numb=Sing
fratrum	frater	NOMcom	Case=Gen|Numb=Plur
et	et2	CONcoo	MORPH=empty
insuper	insuper1	ADV	Deg=Pos
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
semper	semper	ADV	Deg=Pos
utilia	utilis	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
fidei	fides2	NOMcom	Case=Gen|Numb=Sing
spiritus	spiritus	NOMcom	Case=Nom|Numb=Sing
adipiscitur	adipiscor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
Non	non	ADVneg	MORPH=empty
vides	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
alienos	alienus2	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
deos	deus	NOMcom	Case=Acc|Numb=Plur
non	non	ADVneg	MORPH=empty
imaginibus	imago	NOMcom	Case=Abl|Numb=Plur
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
incurris	incurro	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Ind|Tense=Pres|Voice=Act|Person=2
non	non	ADVneg	MORPH=empty
sollemnes	sollemnis	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos
nationum	natio1	NOMcom	Case=Gen|Numb=Plur
dies	dies	NOMcom	Case=Acc|Numb=Plur
ipsa	ipse	PROdem	Case=Abl|Numb=Sing|Gend=Fem
commixtione	commixtio	NOMcom	Case=Abl|Numb=Sing
participas	participa	NOMcom	Case=Acc|Numb=Sing
non	non	ADVneg	MORPH=empty
nidoribus	nidor	NOMcom	Case=Abl|Numb=Plur
spurcis	spurcus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
verberaris	uerbero2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=2
non	non	ADVneg	MORPH=empty
clamoribus	clamor	NOMcom	Case=Abl|Numb=Plur
spectaculorum	spectaculum	NOMcom	Case=Gen|Numb=Plur
atrocitate	atrocitas	NOMcom	Case=Abl|Numb=Sing
vel	uel2	CONcoo	MORPH=empty
furore	furor1	NOMcom	Case=Abl|Numb=Sing
vel	uel2	CONcoo	MORPH=empty
impudicitia	impudicitia	NOMcom	Case=Abl|Numb=Sing
celebrantium	celebro	VER	Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
caederis	caedo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=2
non	non	ADVneg	MORPH=empty
in	in	PRE	MORPH=empty
loca	locus	NOMcom	Case=Acc|Numb=Plur
libidinum	libido	NOMcom	Case=Gen|Numb=Plur
publicarum	publicus2	ADJqua	Case=Gen|Numb=Plur|Gend=Fem|Deg=Pos
oculi	oculus	NOMcom	Case=Nom|Numb=Plur
tui	tuus	PROpos	Case=Nom|Numb=Plur|Gend=MascNeut
impingunt	impingo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vacas	uaco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
a	ab	PRE	MORPH=empty
scandalis	scandalum	NOMcom	Case=Abl|Numb=Plur
a	ab	PRE	MORPH=empty
temptationibus	tentatio	NOMcom	Case=Abl|Numb=Plur
a	ab	PRE	MORPH=empty
recordationibus	recordatio	NOMcom	Case=Abl|Numb=Plur
malis	malum3	NOMcom	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
iam	iam	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
a	ab	PRE	MORPH=empty
persecutione	persecutio	NOMcom	Case=Abl|Numb=Sing
Hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
praestat	praesto1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
carcer	carcer	NOMcom	Case=Nom|Numb=Sing
Christiano	Christianus	ADJqua	Case=Dat|Numb=Sing|Gend=MascNeut
quod	qui1	PROrel	Case=Acc|Numb=Sing
eremus	ero	VER	Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass|Person=1
prophetis	propheta	NOMcom	Case=Abl|Numb=Plur
Ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
dominus	dominus	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
secessu	secessus	NOMcom	Case=Abl|Numb=Sing
frequentius	frequenter	ADV	Deg=Comp
agebat	ago	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
liberius	libere	ADV	Deg=Comp
oraret	oro	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
saeculo	saeculum	NOMcom	Case=Dat|Numb=Sing
cederet	cedo1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing
denique	denique	ADV	Deg=Pos
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
discipulis	discipulus	NOMcom	Case=Dat|Numb=Plur
in	in	PRE	MORPH=empty
solitudine	solitudo	NOMcom	Case=Abl|Numb=Sing
demonstravit	demonstro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Auferamus	aufero	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
carceris	carcer	NOMcom	Case=Gen|Numb=Sing
nomen	nomen	NOMcom	Case=Acc|Numb=Sing
secessum	secessus	NOMcom	Case=Acc|Numb=Sing
vocemus	uoco	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
Etsi	etsi2	CONsub	MORPH=empty
corpus	corpus	NOMcom	Case=Nom|Numb=Sing
includitur	includo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
etsi	etsi2	CONsub	MORPH=empty
caro	caro1	NOMcom	Case=Nom|Numb=Sing|Gend=MascNeut
detinetur	detineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut
spiritui	spiritus	NOMcom	Case=Dat|Numb=Sing
patent	pateo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Vagare	uagor2	VER	Mood=Imp|Tense=Pres|Voice=Dep
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
spatiare	spatior	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Dep
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
stadia	stadium	NOMcom	Case=Acc|Numb=Plur
opaca	opacus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
aut	aut	CONcoo	MORPH=empty
porticus	porticus	NOMcom	Case=Acc|Numb=Plur
longas	longus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
proponens	propono	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
tibi	tu	PROper	Case=Dat|Numb=Sing
sed	sed	CONcoo	MORPH=empty
illam	ille	PROdem	Case=Acc|Numb=Sing|Gend=Fem
viam	uia	NOMcom	Case=Acc|Numb=Sing
quae	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
ad	ad2	PRE	MORPH=empty
deum	deus	NOMcom	Case=Acc|Numb=Sing
ducit	duco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Quotiens	quotiens1	ADVrel	MORPH=empty
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
deambulaveris	deambulo	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
totiens	totiens	ADV	Deg=Pos
in	in	PRE	MORPH=empty
carcere	carcer	NOMcom	Case=Abl|Numb=Sing
non	non	ADVneg	MORPH=empty
eris	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
Nihil	nihil	PROind	Case=Ind
crus	crus	NOMcom	Case=Acc|Numb=Sing
sentit	sentio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
nervo	neruus	NOMcom	Case=Abl|Numb=Sing
cum	cum3	CONsub	MORPH=empty
animus	animus	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
caelo	caelum1	NOMcom	Case=Abl|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Totum	totus	PROind	Case=Acc|Numb=Sing|Gend=MascNeut
hominem	homo	NOMcom	Case=Acc|Numb=Sing
animus	animus	NOMcom	Case=Nom|Numb=Sing
circumfert	circumfero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
quo	quo2	ADVrel	MORPH=empty
velit	uolo3	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
transfert	transfero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ubi	ubi3	CONsub	MORPH=empty
autem	autem	CONcoo	MORPH=empty
erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
cor	cor	NOMcom	Case=Nom|Numb=Sing
tuum	tuus	PROpos	Case=Nom|Numb=Sing|Gend=Neut
illic	illic2	ADV	Deg=Pos
erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
thesaurus	thesaurus	NOMcom	Case=Nom|Numb=Sing
tuus	tuus	PROpos	Case=Nom|Numb=Sing|Gend=Masc
Ibi	ibi	ADV	Deg=Pos
ergo	ergo2	CONcoo	MORPH=empty
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
cor	cor	NOMcom	Case=Nom|Numb=Sing
nostrum	noster	PROpos	Case=Nom|Numb=Sing
ubi	ubi1	ADVrel	MORPH=empty
volumus	uolo3	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
habere	habeo	VER	Mood=Inf|Tense=Pres|Voice=Act
thesaurum	thesaurus	NOMcom	Case=Nom|Numb=Sing
Sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
nunc	nunc	ADV	Deg=Pos
benedicti	benedico2	VER	Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
carcer	carcer	NOMcom	Case=Nom|Numb=Sing
etiam	etiam	ADV	Deg=Pos
Christianis	Christianus	ADJqua	Case=Dat|Numb=Plur
molestus	molestus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
Vocati	uoco	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ad	ad2	PRE	MORPH=empty
militiam	militia	NOMcom	Case=Acc|Numb=Sing
dei	deus	NOMcom	Case=Gen|Numb=Sing
vivi	uiuus2	ADJqua	Case=Nom|Numb=Plur|Gend=MascNeut|Deg=Pos
iam	iam	ADV	Deg=Pos
tunc	tunc	ADV	Deg=Pos
cum	cum3	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
sacramenti	sacramentum	NOMcom	Case=Gen|Numb=Sing
verba	uerbum	NOMcom	Case=Acc|Numb=Plur
respondemus	respondeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
Nemo	nemo	PROind	Case=Nom|Numb=Sing
miles	miles	NOMcom	Case=Nom|Numb=Sing
ad	ad2	PRE	MORPH=empty
bellum	bellum	NOMcom	Case=Acc|Numb=Sing
cum	cum2	PRE	MORPH=empty
deliciis	delicia1	NOMcom	Case=Abl|Numb=Plur
venit	uenio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
nec	nec2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
cubiculo	cubiculum	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
aciem	acies	NOMcom	Case=Acc|Numb=Sing
procedit	procedo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sed	sed	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
papilionibus	papilio	NOMcom	Case=Abl|Numb=Plur
expeditis	expeditus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
substrictis	substringo	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
ubi	ubi3	CONsub	MORPH=empty
omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem
duritia	duritia	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
inbonitas	imbonitas	ADJqua	Case=Acc|Numb=Sing|Deg=Pos
et	et2	CONcoo	MORPH=empty
insuavitas	insuauitas	NOMcom	Case=Nom|Numb=Plur
constitit	consisto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Etiam	etiam	ADV	Deg=Pos
in	in	PRE	MORPH=empty
pace	pax	NOMcom	Case=Abl|Numb=Sing
labore	labor1	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
incommodis	incommodum	NOMcom	Case=Abl|Numb=Plur
bellum	bellum	NOMcom	Case=Acc|Numb=Sing
pati	patior	VER	Mood=Inf|Tense=Pres|Voice=Dep
iam	iam	ADV	Deg=Pos
ediscunt	edisco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
armis	arma	NOMcom	Case=Abl|Numb=Plur
deambulando	deambulo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
campum	campus1	NOMcom	Case=Acc|Numb=Sing
decurrendo	decurro	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Ger|Voice=Act
fossam	fossa	NOMcom	Case=Acc|Numb=Sing
moliendo	molior	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep
testudinem	testudo	NOMcom	Case=Acc|Numb=Sing
destinando	destino	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Ger|Voice=Act
desudando	desudo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Ger|Voice=Act
Sudore	sudor	NOMcom	Case=Abl|Numb=Sing
omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut
constant	consto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ne	ne4	CONsub	MORPH=empty
corpora	corpus	NOMcom	Case=Nom|Numb=Plur
atque	atque1	CONcoo	MORPH=empty
animi	animus	NOMcom	Case=Nom|Numb=Plur
expavescant	expauesco	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
de	de	PRE	MORPH=empty
umbra	umbra	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
solem	sol	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
sole	sol	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
gelum	gelum	NOMcom	Case=Acc|Numb=Sing
de	de	PRE	MORPH=empty
tunica	tunica	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
loricam	lorica	NOMcom	Case=Acc|Numb=Sing
de	de	PRE	MORPH=empty
silentio	silentium	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
clamorem	clamor	NOMcom	Case=Acc|Numb=Sing
de	de	PRE	MORPH=empty
quiete	quies	NOMcom	Case=Abl|Numb=Sing
ad	ad2	PRE	MORPH=empty
tumultum	tumultus	NOMcom	Case=Acc|Numb=Sing
Proinde	proinde	ADV	Deg=Pos
vos	uos	PROper	Case=Acc|Numb=Plur
benedicti	benedico2	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
quodcunque	quicumque1	PROrel	Case=Nom
hoc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Neut
durum	durus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ad	ad2	PRE	MORPH=empty
exercitationem	exercitatio	NOMcom	Case=Acc|Numb=Sing
virtutum	uirtus	NOMcom	Case=Gen|Numb=Plur
animi	animus	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
corporis	corpus	NOMcom	Case=Gen|Numb=Sing
deputate	deputo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
Bonum	bonus	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
agonem	agon	NOMcom	Case=Acc|Numb=Sing
subituri	subeo1	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Act
estis	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
in	in	PRE	MORPH=empty
quo	qui1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut
agonothetes	agonothetes	NOMcom	Case=Nom|Numb=Sing
deus	deus	NOMcom	Case=Nom|Numb=Sing
vivus	uiuus2	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
xystarches	pystarches	NOMcom	Case=Nom|Numb=Sing
spiritus	spiritus	NOMcom	Case=Nom|Numb=Sing
sanctus	sanctus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
corona	corona	NOMcom	Case=Nom|Numb=Sing
aeternitatis	aeternitas	NOMcom	Case=Gen|Numb=Sing
brabium	brabeum	NOMcom	Case=Nom|Numb=Sing
angelicae	angelicus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos
substantiae	substantia	NOMcom	Case=Gen|Numb=Sing
politia	politia	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
caelis	caelum1	NOMcom	Case=Abl|Numb=Plur
gloria	gloria	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
saecula	saeculum	NOMcom	Case=Acc|Numb=Plur
saeculorum	saeculum	NOMcom	Case=Gen|Numb=Plur
Itaque	itaque	ADV	Deg=Pos
epistates	epistates	NOMcom	Case=Nom|Numb=Plur
vester	uester	PROpos	Case=Nom|Numb=Sing|Gend=Masc
Christus	Christus	NOMpro	Case=Nom|Numb=Sing
Iesus	Iesus	NOMpro	Case=Nom|Numb=Sing
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
vos	uos	PROper	Case=Acc|Numb=Plur
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
unxit	ungo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
ad	ad1	ADV	MORPH=empty
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
scamma	scamma	NOMcom	Case=Abl|Numb=Sing
produxit	produco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
voluit	uolo3	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
vos	uos	PROper	Case=Acc|Numb=Plur
ante	ante2	PRE	MORPH=empty
diem	dies	NOMcom	Case=Acc|Numb=Sing
agonis	agon	NOMcom	Case=Gen|Numb=Sing
ad	ad2	PRE	MORPH=empty
duriorem	durus	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp
tractationem	tractatio	NOMcom	Case=Acc|Numb=Sing
a	ab	PRE	MORPH=empty
liberiore	liber2	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Comp
condicione	condicio	NOMcom	Case=Abl|Numb=Sing
seponere	sepono	VER	Mood=Inf|Tense=Pres|Voice=Act
ut	ut4	CONsub	MORPH=empty
vires	uis	NOMcom	Case=Nom|Numb=Plur
corroborarentur	corroboro	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
in	in	PRE	MORPH=empty
vobis	uos	PROper	Case=Abl|Numb=Plur
Nempe	nempe	ADV	Deg=Pos
enim	enim2	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
athletae	athleta	NOMcom	Case=Nom|Numb=Plur
segregantur	segrego	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
ad	ad2	PRE	MORPH=empty
strietiorem	strietus	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp
disciplinam	disciplina	NOMcom	Case=Acc|Numb=Sing
ut	ut4	CONsub	MORPH=empty
robori	robur	NOMcom	Case=Dat|Numb=Sing
aedificando	aedifico	VER	Case=Dat|Numb=Sing|Mood=Adj|Voice=Pass
vacent	uaco	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Continentur	contineo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
a	ab	PRE	MORPH=empty
luxuria	luxuria	NOMcom	Case=Abl|Numb=Sing
a	ab	PRE	MORPH=empty
cibis	cibus	NOMcom	Case=Abl|Numb=Plur
laetioribus	laetus2	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Comp
a	ab	PRE	MORPH=empty
potu	potus2	NOMcom	Case=Abl|Numb=Sing
iocundiore	iocundus	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Comp
coguntur	cogo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
cruciantur	crucio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
fatigantur	fatigo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
quanto	quanto2	ADVint	MORPH=empty
plus	multus	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Comp
in	in	PRE	MORPH=empty
exercitationibus	exercitatio	NOMcom	Case=Abl|Numb=Plur
laboraverint	laboro	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3
tanto	tanto	ADV	Deg=Pos
plus	multus	ADJqua	Case=Acc|Numb=Sing|Deg=Comp
de	de	PRE	MORPH=empty
victoria	uictoria	NOMcom	Case=Abl|Numb=Sing
sperant	spero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Et	et2	CONcoo	MORPH=empty
illi	ille	PROdem	Case=Nom|Numb=Plur|Gend=Masc
inquit	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
apostolus	apostolus	NOMcom	Case=Nom|Numb=Sing
ut	ut4	CONsub	MORPH=empty
coronam	corona	NOMcom	Case=Acc|Numb=Sing
corruptibilem	corruptibilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
consequantur	consequor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
Nos	nos	PROper	Case=Nom|Numb=Plur
aeternam	aeternus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
consecuturi	consequor	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Dep
carcerem	carcer	NOMcom	Case=Acc|Numb=Sing
nobis	nos	PROper	Case=Dat|Numb=Plur
pro	pro1	PRE	MORPH=empty
palaestra	palaestra	NOMcom	Case=Abl|Numb=Sing
interpretamur	interpretor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
ut	ut4	CONsub	MORPH=empty
ad	ad2	PRE	MORPH=empty
stadium	stadium	NOMcom	Case=Acc|Numb=Sing
tribunalis	tribunal	NOMcom	Case=Gen|Numb=Sing
bene	bene	ADV	Deg=Pos
exercitati	exercito	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
incommodis	incommodum	NOMcom	Case=Abl|Numb=Plur
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com
producamur	produco	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=1
quia	quia	CONsub	MORPH=empty
virtus	uirtus	NOMcom	Case=Nom|Numb=Sing
duritia	duritia	NOMcom	Case=Nom|Numb=Sing
extruitur	exstruo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
mollitia	mollitia	NOMcom	Case=Nom|Numb=Sing
vero	uero4	CONcoo	MORPH=empty
destruitur	destruo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Scimus	scio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ex	ex	PRE	MORPH=empty
dominico	dominicus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
praecepto	praeceptum	NOMcom	Case=Abl|Numb=Sing
quod	qui1	CONsub	Numb=Sing
caro	caro1	NOMcom	Case=Nom|Numb=Sing
infirma	infirmus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
spiritus	spiritus	NOMcom	Case=Nom|Numb=Sing
promptus	promptus2	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
Non	non	ADVneg	MORPH=empty
ergo	ergo2	CONcoo	MORPH=empty
nobis	nos	PROper	Case=Dat|Numb=Plur
blandiamur	blandior	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1
quia	quia	CONsub	MORPH=empty
dominus	dominus	NOMcom	Case=Nom|Numb=Sing
consensit	consentio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
carnem	caro1	NOMcom	Case=Acc|Numb=Sing
infirmam	infirmus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
Propterea	propterea	ADV	Deg=Pos
enim	enim2	CONcoo	MORPH=empty
praedixit	praedico2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
spiritum	spiritus	NOMcom	Case=Acc|Numb=Sing
promptum	promptus2	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
ut	ut4	CONsub	MORPH=empty
ostenderet	ostendo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
cui	quis1	PROrel	Case=Dat|Numb=Sing|Gend=Com
debeat	debeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
subiectum	subicio	VER	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
scilicet	scilicet	ADV	Deg=Pos
ut	ut4	CONsub	MORPH=empty
caro	caro1	NOMcom	Case=Nom|Numb=Sing
