form	lemma	POS	morph
invicem	inuicem	ADV	Deg=Pos
vertunt	uerto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Sol	sol	NOMcom	Case=Nom|Numb=Sing
stationibus	statio	NOMcom	Case=Abl|Numb=Plur
annuis	annuus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
luna	luna	NOMcom	Case=Nom|Numb=Sing
modulationibus	modulatio	NOMcom	Case=Abl|Numb=Plur
menstruis	menstruus	NOMcom	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
variat	uario	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Siderum	sidus	NOMcom	Case=Acc|Numb=Plur
distincta	distinctus2	ADJqua	Case=Nom|Numb=Sing|Gend=Fem
confusio	confusio	NOMcom	Case=Nom|Numb=Sing
interdum	interdum	ADV	Deg=Pos
deicit	deicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
interdum	interdum	ADV	Deg=Pos
resuscitat	resuscito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Caeli	caelum1	NOMcom	Case=Gen|Numb=Sing
ambitus	ambitus	NOMcom	Case=Nom|Numb=Sing
nunc	nunc	ADV	Deg=Pos
subdivo	subdiuo	NOMcom	Case=Abl|Numb=Sing|Gend=MascNeut
splendidus	splendidus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
nunc	nunc	ADV	Deg=Pos
nubilo	nubilum	NOMcom	Case=Abl|Numb=Sing
sordidus	sordidus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
aut	aut	CONcoo	MORPH=empty
imbres	imber	NOMcom	Case=Nom|Numb=Plur
ruunt	ruo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
qua	qua2	PROind	Case=Nom|Numb=Plur|Gend=Neut
missilia	missilis	NOMcom	Case=Nom|Numb=Plur|Deg=Pos
cum	cum2	PRE	MORPH=empty
imbribus	imber	NOMcom	Case=Abl|Numb=Plur
dehinc	dehinc	ADV	Deg=Pos
substillum	substillus	NOMcom	Case=Nom|Numb=Sing|Gend=Neut
et	et2	CONcoo	MORPH=empty
denuo	denuo2	ADV	Deg=Pos
sudum	sudus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos
Sic	sic	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
mari	mare	NOMcom	Case=Abl|Numb=Sing
fides	fides2	NOMcom	Case=Nom|Numb=Sing
infamis	infamis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
dum	dum2	CONsub	MORPH=empty
et	et2	CONcoo	MORPH=empty
flabris	flabrum	NOMcom	Case=Abl|Numb=Plur
aeque	aeque	ADV	Deg=Pos
mutantibus	muto2	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
de	de	PRE	MORPH=empty
tranquillo	tranquillum	NOMcom	Case=Abl|Numb=Sing
probum	probus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
de	de	PRE	MORPH=empty
flustris	flustrum	NOMcom	Case=Abl|Numb=Plur
temperatum	tempero	VER	Numb=Sing|Gend=Neut|Deg=Pos|Mood=Par|Tense=Perf|Voice=Pass
et	et2	CONcoo	MORPH=empty
extemplo	extemplo	ADV	Deg=Pos
de	de	PRE	MORPH=empty
decumanis	decimanus1	NOMcom	Case=Abl|Numb=Plur
inquietat	inquieto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Sic	sic	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
terram	terra	NOMcom	Case=Acc|Numb=Sing
si	si2	CONsub	MORPH=empty
recenseas	recenseo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
temporatim	temporatim	ADV	Deg=Pos
vestiri	uestio	VER	Mood=Inf|Tense=Pres|Voice=Pass
amantem	amans1	NOMcom	Case=Acc|Numb=Sing|Gend=MascFem
prope	prope1	ADV	Deg=Pos
sis	si	CONsub	Mood=Sub|Tense=Pres|Voice=Act|Person=2
{sis}	uolo		MORPH=empty
eandem	idem	PROdem	Case=Acc|Numb=Sing|Gend=Fem
negare	nego	VER	Mood=Inf|Tense=Pres|Voice=Act
memor	memor	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
viridem	uiridis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
cum	cum3	CONsub	MORPH=empty
conspicis	conspicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
flavam	flauus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
mox	mox	ADV	Deg=Pos
visurus	uideo	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Fut|Voice=Act
et	et2	CONcoo	MORPH=empty
canam	cano	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act
Ceteri	ceterus	NOMcom	Case=Gen|Numb=Plur
quoque	quoque	ADV	Deg=Pos
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
ornatus	ornatus1	NOMcom	Case=Acc|Numb=Plur
quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
non	non	ADVneg	MORPH=empty
aliud	alius	PROind	Case=Acc|Numb=Sing|Gend=Neut
ex	ex	PRE	MORPH=empty
alio	alius	PROind	Case=Abl|Numb=Sing|Gend=MascNeut
mutant	muto2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
montium	mons	NOMcom	Case=Gen|Numb=Plur
scapulae	scapula	NOMcom	Case=Nom|Numb=Plur
decurrendo	decurro	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
et	et2	CONcoo	MORPH=empty
fontium	fons	NOMcom	Case=Gen|Numb=Plur
venae	uena	NOMcom	Case=Gen|Numb=Plur
cavillando	cauillo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep
et	et2	CONcoo	MORPH=empty
fluminum	flumen	NOMcom	Case=Gen|Numb=Plur
viae	uia	NOMcom	Case=Gen|Numb=Sing
obhumando	obhumo	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
Mutavit	muto2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
totus	totus	PROind	Case=Nom|Numb=Sing|Gend=Masc
orbis	orbis	NOMcom	Case=Nom|Numb=Sing
aliquando	aliquando	ADV	Deg=Pos
aquis	aqua	NOMcom	Case=Abl|Numb=Plur
omnibus	omnis	PROind	Case=Abl|Numb=Plur|Gend=Com
obsitus	obsero3	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Adhuc	adhuc	ADV	Deg=Pos
maris	mare	NOMcom	Case=Gen|Numb=Sing
conchae	concha	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
buccinae	buccina	NOMcom	Case=Gen|Numb=Plur
peregrinantur	peregrinor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
in	in	PRE	MORPH=empty
montibus	mons	NOMcom	Case=Abl|Numb=Plur
cupientes	cupio	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Platoni	Platon	NOMpro	Case=Dat|Numb=Sing
probare	probo	VER	Mood=Inf|Tense=Pres|Voice=Act
etiam	etiam	ADV	Deg=Pos
ardua	arduus	NOMcom	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
fluitasse	fluito	VER	Mood=Inf|Tense=Perf|Voice=Act
Sed	sed	CONcoo	MORPH=empty
et	et2	CONcoo	Deg=Pos
enatando	enato	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Dep
rursus	rursus	ADV	Deg=Pos
in	in	PRE	MORPH=empty
forma	forma	NOMcom	Case=Abl|Numb=Sing
mutavit	muto2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
rursus	rursus	ADV	Deg=Pos
orbis	orbis	NOMcom	Case=Nom|Numb=Sing
alius	alius	PROind	Case=Nom|Numb=Sing|Gend=Masc
idem	idem	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut
Mutat	muto2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
nunc	nunc	ADV	Deg=Pos
localiter	localiter	ADV	Deg=Pos
habitus	habitus1	NOMcom	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
cum	cum3	CONsub	MORPH=empty
situs	situs1	NOMcom	Case=Nom|Numb=Sing
laeditur	laedo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
cum	cum3	CONsub	MORPH=empty
inter	inter	PRE	MORPH=empty
insulas	insula	NOMcom	Case=Acc|Numb=Plur
nulla	nullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
iam	iam	ADV	Deg=Pos
Delos	Delos	NOMpro	Case=Nom|Numb=Sing
harenae	arena	NOMcom	Case=Gen|Numb=Sing
Samos	Samus	NOMpro	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
Sibylla	Sibylla	NOMpro	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
mendax	mendax	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
cum	cum3	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
Atlantico	Atlanticus	NOMpro	Case=Abl|Numb=Sing
Libyam	Libya	NOMpro	Case=Acc|Numb=Sing
aut	aut	CONcoo	MORPH=empty
Asiam	Asia	NOMpro	Case=Acc|Numb=Sing
adaequans	adaequo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
quaeritur	quaero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
cum	cum3	CONsub	MORPH=empty
Italiae	Italia	NOMpro	Case=Gen|Numb=Sing
quondam	quondam	ADV	Deg=Pos
latus	latus1	NOMcom	Case=Nom|Numb=Sing
Hadria	Hadria	NOMpro	Case=Abl|Numb=Sing
Tyrrhenoque	Tyrrhenus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos
{Tyrrhenoque}	que	CON	MORPH=empty
quassantibus	quasso	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
mediotenus	mediotenus	ADV	Case=Nom|Deg=Pos
interceptum	intercipio	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
reliquias	reliquiae	NOMcom	Case=Acc|Numb=Plur
Siciliam	Sicilia	NOMpro	Case=Acc|Numb=Sing
facit	facio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cum	cum3	CONsub	MORPH=empty
tota	totus	PROind	Case=Abl|Numb=Sing|Gend=Fem
illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem
plaga	plaga1	NOMcom	Case=Abl|Numb=Sing
discidii	discidium	NOMcom	Case=Gen|Numb=Sing
contentiosos	contentiosus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
aequorum	aequus	NOMcom	Case=Gen|Numb=Plur
coitus	coitus	NOMcom	Case=Acc|Numb=Plur
angustis	angustus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
retorquens	retorqueo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
novum	nouus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
vitii	uitium	NOMcom	Case=Gen|Numb=Sing
mari	mare	NOMcom	Case=Abl|Numb=Sing
induit	induo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non	non	ADVneg	MORPH=empty
exspuentis	exspuo	VER	Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
naufragia	naufragium	NOMcom	Case=Acc|Numb=Plur
sed	sed	CONcoo	MORPH=empty
devorantis	deuoro	VER	Case=Gen|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
Patitur	patior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
et	et2	CONcoo	MORPH=empty
continens	continens3	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos|Mood=Par|Tense=Pres|Voice=Act
de	de	PRE	MORPH=empty
caelo	caelum1	NOMcom	Case=Abl|Numb=Sing
aut	aut	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
suo	suum	NOMcom	Case=Abl|Numb=Sing|Gend=MascNeut
Aspice	aspicio	VER	Numb=Sing
ad	ad2	PRE	MORPH=empty
Palaestinam	Palaestinus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
Qua	qua1	ADVrel	Gend=Fem
Iordanis	Iordanes	NOMpro	Case=Nom|Numb=Sing
amnis	amnis	NOMcom	Case=Nom|Numb=Sing
finium	finis	NOMcom	Case=Gen|Numb=Plur
arbiter	arbiter	NOMcom	Case=Nom|Numb=Sing
vastitas	uastitas	NOMcom	Case=Nom|Numb=Sing
ingens	ingens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
orba	orbus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
regio	regio	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
frustra	frustra	ADV	Deg=Pos
ager	ager	NOMcom	Case=Nom|Numb=Sing
Et	et2	CONcoo	MORPH=empty
urbes	urbs	NOMcom	Case=Nom|Numb=Plur
retro	retro1	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
populi	populus1	NOMcom	Case=Gen|Numb=Plur
frequentes	frequens	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
et	et2	CONcoo	MORPH=empty
solus	solus	PROind	Case=Nom|Numb=Sing|Gend=Masc
audiebat	audio	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
Dehinc	dehinc	ADV	Deg=Pos
ut	ut1	ADVrel	MORPH=empty
deus	deus	NOMcom	Case=Nom|Numb=Sing
censor	censor	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
impietas	impietas	NOMcom	Case=Nom|Numb=Sing
ignium	ignis	NOMcom	Case=Gen|Numb=Plur
meruit	mereo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
imbres	imber	NOMcom	Case=Acc|Numb=Plur
hactenus	hactenus	ADV	Deg=Pos
Sodoma	Sodoma	NOMpro	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
nulla	nullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
Gomorrha	Gomorrha	NOMpro	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
cinis	cinis	NOMcom	Case=Nom|Numb=Sing
omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut
et	et2	CONcoo	MORPH=empty
propinquitas	propinquitas	NOMcom	Case=Nom|Numb=Sing
maris	mare	NOMcom	Case=Gen|Numb=Sing
iuxta	iuxta1	ADV	Deg=Pos
cum	cum2	PRE	MORPH=empty
solo	solum1	NOMcom	Case=Abl|Numb=Sing
mortem	mors	NOMcom	Case=Acc|Numb=Sing
vivit	uiuo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ex	ex	PRE	MORPH=empty
huiuscemodi	huiusmodi	ADV	Deg=Pos
nubilo	nubilum	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
Tuscia	Tuscia	NOMpro	Case=Abl|Numb=Sing
Vulsinios	Uolsinii	NOMpro	Case=Acc|Numb=Plur
pristinos	pristinus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
deusta	deuro	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
quo	quo5	CONsub	MORPH=empty
magis	magis2	ADV	Deg=Comp
de	de	PRE	MORPH=empty
montibus	mons	NOMcom	Case=Abl|Numb=Plur
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com
Campania	Campania	NOMpro	Case=Nom|Numb=Sing
speret	spero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
erepta	eripio	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
Pompeios	Pompei	NOMpro	Case=Acc|Numb=Plur
Sed	sed	CONcoo	MORPH=empty
absit	absum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Utinam	utinam	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
Asia	Asia	NOMpro	Case=Nom|Numb=Sing
secura	securus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
iam	iam	ADV	Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
de	de	PRE	MORPH=empty
soli	solum1	NOMcom	Case=Gen|Numb=Sing|Gend=Com
ingluvie	ingluuies	NOMcom	Case=Abl|Numb=Sing
Utinam	utinam	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
Africa	Africa	NOMpro	Case=Nom|Numb=Sing
semel	semel	ADJadv.mul	MORPH=empty
voraginem	uorago	NOMcom	Case=Acc|Numb=Sing
paverit	pasco	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
unicis	unicus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
castris	castra2	NOMcom	Case=Abl|Numb=Plur
fraudatis	fraudo	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
expiata	expio	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
Multa	multus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
et	et2	CONcoo	MORPH=empty
alia	alius	PROind	Case=Acc|Numb=Plur|Gend=Neut
huiusmodi	huiusmodi	ADV	Deg=Pos
detrimenta	detrimentum	NOMcom	Case=Nom|Numb=Plur
habitum	habeo	VER	Case=Nom|Numb=Sing
orbis	orbis	NOMcom	Case=Gen|Numb=Sing
novavere	nouo	VER	Numb=Plur|Person=3
situsque	situs	NOMcom	Case=Acc|Numb=Plur
{situsque}	que	CON	MORPH=empty
movere	moueo	VER	Mood=Inf|Tense=Pres|Voice=Act
Bellis	bellum	NOMcom	Case=Dat|Numb=Plur
quoque	quoque	ADVrel	Deg=Pos
plurimum	multum2	ADV	Deg=Sup
licuit	licet1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Sed	sed	CONcoo	MORPH=empty
piget	piget	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tristia	tristis	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
non	non	ADVneg	MORPH=empty
minus	parum2	ADV	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
regnorum	regnum	NOMcom	Case=Gen|Numb=Plur
vices	uicis	NOMcom	Case=Nom|Numb=Plur
recensere	recenseo	VER	Mood=Inf|Tense=Pres|Voice=Act
quotiens	quotiens1	ADVrel	MORPH=empty
et	et2	CONcoo	Deg=Pos
ista	iste	PROdem	Case=Acc|Numb=Plur|Gend=Neut
mutaverint	muto2	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3
iam	iam	ADV	Deg=Pos
inde	inde	ADV	Deg=Pos
a	ab	PRE	MORPH=empty
Nino	Nino	NOMcom	Case=Abl|Numb=Sing|Deg=Pos
Beli	Belus	NOMpro	Case=Voc|Numb=Sing
progenie	progenies	NOMcom	Case=Voc|Numb=Sing
si	si2	CONsub	MORPH=empty
tamen	tamen	ADV	Deg=Pos
Ninus	Ninus	NOMcom	Case=Nom|Numb=Sing
regnare	regno	VER	Mood=Inf|Tense=Pres|Voice=Act
primus	primus	ADJord	Case=Nom|Numb=Sing|Gend=Masc|Deg=Sup
ut	ut1	ADVrel	MORPH=empty
autumat	autumo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
superiorum	superus	ADJqua	Case=Gen|Numb=Plur|Deg=Comp
profanitas	profanitas	NOMcom	Case=Nom|Numb=Sing
Ferme	ferme	ADV	Deg=Pos
apud	apud	PRE	MORPH=empty
vos	uos	PROper	Case=Acc|Numb=Plur
ultra	ultra1	ADV	Deg=Pos
stilus	stilus	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
solet	soleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3
Ab	ab	PRE	MORPH=empty
Assyriis	Assyrii	NOMpro	Case=Abl|Numb=Plur
si	si2	CONsub	MORPH=empty
forte	forte	ADV	Deg=Pos
aevi	aeuum	NOMcom	Case=Gen|Numb=Sing
historiae	historia	NOMcom	Case=Nom|Numb=Sing
patescunt	patesco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
vero	uero4	CONcoo	MORPH=empty
divinas	diuinus2	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
lectitamus	lectito	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act
ab	ab	PRE	MORPH=empty
ipsius	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com
mundi	mundus1	NOMcom	Case=Gen|Numb=Sing
natalibus	natales	NOMcom	Case=Abl|Numb=Plur
competes	competo	ADJqua	Case=Nom|Numb=Plur|Deg=Pos
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
Sed	sed	CONcoo	MORPH=empty
laeta	laetus2	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
iam	iam	ADV	Deg=Pos
malo	malum1	NOMcom	Case=Abl|Numb=Sing
quippe	quippe2	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
laeta	laetus2	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
mutant	muto2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Denique	denique	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
quid	quis2	PROind	Case=Acc|Numb=Sing|Gend=Neut
mare	mare	NOMcom	Case=Acc|Numb=Sing
diluit	diluo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
caelum	caelum1	NOMcom	Case=Acc|Numb=Sing
deussit	deuro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
terra	terra	NOMcom	Case=Nom|Numb=Sing
subduxit	subduco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
gladius	gladius	NOMcom	Case=Nom|Numb=Sing
detotondit	detotondeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
alias	alius	PROind	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
versura	uersura	NOMcom	Case=Nom|Numb=Sing
compensati	compenso	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
redit	redeo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Nam	nam	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
primitus	primitus	ADV	Deg=Pos
maiorem	magnus	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp
ambitum	ambitus	NOMcom	Case=Acc|Numb=Sing
terra	terra	NOMcom	Case=Nom|Numb=Sing
cassa	cassus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
et	et2	CONcoo	MORPH=empty
vacans	uaco	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
hominum	homo	NOMcom	Case=Gen|Numb=Plur
et	et2	CONcoo	MORPH=empty
sicubi	sicubi	CONsub	MORPH=empty
aliqua	aliquis	PROind	Case=Nom|Numb=Sing|Gend=Fem
gens	gens	NOMcom	Case=Nom|Numb=Sing
occuparat	occupo2	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
sibimet	sui1	PROref	Case=Dat|Numb=Sing
soli	solus	PROind	Case=Dat|Numb=Sing|Gend=Com
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
Itaque	itaque	CONcoo	MORPH=empty
colere	colo2	VER	Mood=Inf|Tense=Pres|Voice=Act
omnia	omnis	PROind	Case=Acc|Numb=Plur|Gend=Neut
se	sui1	PROref	Case=Acc|Numb=Sing
demum	demum	ADV	Deg=Pos
intellegens	intelligo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
alibi	alibi	ADV	Deg=Pos
stipantem	stipo	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
copiam	copia	NOMcom	Case=Acc|Numb=Sing
alibi	alibi	ADV	Deg=Pos
deserentem	desero2	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
runcare	runco	VER	Mood=Inf|Tense=Pres|Voice=Act
atque	atque1	CONcoo	MORPH=empty
ruspare	ruspo	VER	Mood=Inf|Tense=Pres|Voice=Act
consuluit	consulo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
inde	inde	ADV	Deg=Pos
velut	uelut1	ADVrel	MORPH=empty
ex	ex	PRE	MORPH=empty
surculis	surculus	NOMcom	Case=Abl|Numb=Plur
et	et2	CONcoo	MORPH=empty
propaginibus	propago1	NOMcom	Case=Abl|Numb=Plur
populi	populus1	NOMcom	Case=Nom|Numb=Sing
de	de	PRE	MORPH=empty
populis	populus1	NOMcom	Case=Abl|Numb=Plur
urbes	urbs	NOMcom	Case=Nom|Numb=Plur
de	de	PRE	MORPH=empty
urbibus	urbs	NOMcom	Case=Abl|Numb=Plur
per	per	PRE	MORPH=empty
ubique	ubique	ADV	Deg=Pos
orbis	orbis	NOMcom	Case=Acc|Numb=Plur
pangerentur	pango	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
Transvolavere	transuolo2	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
redundantium	redundo	VER	Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
gentium	gens	NOMcom	Case=Gen|Numb=Plur
examina	examen	NOMcom	Case=Acc|Numb=Plur
Scythae	Scythae	NOMpro	Case=Nom|Numb=Plur
exuberant	exubero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Persas	Persae	NOMpro	Case=Acc|Numb=Plur
Phoenices	Phoenices	NOMpro	Case=Nom|Numb=Plur
in	in	PRE	MORPH=empty
Africam	Africa	NOMpro	Case=Acc|Numb=Sing
eructant	eructo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Romanos	Romani	NOMpro	Case=Acc|Numb=Plur|Gend=Masc
Phryges	Phryges	NOMpro	Case=Acc|Numb=Plur
pariunt	pario2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
