form	lemma	POS	morph
capite	caput	NOMcom	Case=Abl|Numb=Sing
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
cervicibus	ceruix	NOMcom	Case=Dat|Numb=Plur
suis	suus	PROpos.ref	Case=Dat|Numb=Plur|Gend=Com
aut	aut	CONcoo	MORPH=empty
ipsi	ipse	PROdem	Case=Dat|Numb=Sing|Gend=Com
capiti	caput	NOMcom	Case=Dat|Numb=Sing
ornamenta	ornamentum	NOMcom	Case=Acc|Numb=Plur
struit	struo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Haec	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Neut
omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut
de	de	PRE	MORPH=empty
raritate	raritas	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
peregrinitate	peregrinitas	NOMcom	Case=Abl|Numb=Sing
sola	solus	PROind	Case=Abl|Numb=Sing|Gend=Neut
gratiam	gratia	NOMcom	Case=Acc|Numb=Sing
possident	possideo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Denique	denique	ADV	Deg=Pos
intra	intra2	PRE	MORPH=empty
terminos	terminus	NOMcom	Case=Acc|Numb=Plur
suos	suus	PROpos.ref	Case=Acc|Numb=Plur|Gend=Masc
patrios	patrius	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
non	non	ADVneg	MORPH=empty
tanti	tantum1	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
habentur	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Semper	semper	ADV	Deg=Pos
abundantia	abundantia	NOMcom	Case=Nom|Numb=Plur
contumeliosa	contumeliosus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
in	in	PRE	MORPH=empty
semetipsam	sui	PROref	Case=Acc|Numb=Sing
{semetipsam}	ipse	PROdem	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Apud	apud	PRE	MORPH=empty
barbaros	barbarus1	NOMcom	Case=Acc|Numb=Plur
quosdam	quidam	PROind	Case=Acc|Numb=Plur|Gend=Masc
quia	quia	CONsub	MORPH=empty
vernaculum	uernaculus2	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
aurum	aurum	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
copiosum	copiosus	ADJqua	Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Pos
auro	aurum	NOMcom	Case=Abl|Numb=Sing
vinctos	uincio	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
in	in	PRE	MORPH=empty
ergastulis	ergastulum	NOMcom	Case=Abl|Numb=Plur
habent	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
divitiis	diuitiae	NOMcom	Case=Abl|Numb=Plur
malos	malus3	NOMcom	Case=Acc|Numb=Plur|Gend=Masc
onerant	onero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tanto	tanto	ADV	Deg=Pos
locupletiores	locuples	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Comp
quanto	quanto1	ADVrel	MORPH=empty
nocentiores	nocens	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Comp
Aliquando	aliquando	ADV	Deg=Pos
revera	reuera	ADV	Deg=Pos
inventum	inuenio	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quomodo	quomodo1	ADVrel	MORPH=empty
et	et2	CONcoo	Deg=Pos
aurum	aurum	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
ametur	amo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
Gemmarum	gemma	NOMcom	Case=Gen|Numb=Plur
quoque	quoque	ADV	Deg=Pos
nobilitatem	nobilitas	NOMcom	Case=Acc|Numb=Sing
vidimus	uideo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
Romae	Roma	NOMpro	Case=Gen|Numb=Sing
de	de	PRE	MORPH=empty
fastidio	fastidium	NOMcom	Case=Abl|Numb=Sing
Parthorum	Parthi	NOMpro	Case=Gen|Numb=Plur
et	et2	CONcoo	MORPH=empty
Medorum	Medi	NOMpro	Case=Gen|Numb=Plur
ceterorumque	ceterus	ADJqua	Case=Gen|Numb=Plur|Gend=MascNeut|Deg=Pos
{ceterorumque}	que	CON	MORPH=empty
gentilium	gentilis1	NOMcom	Case=Gen|Numb=Plur|Gend=Com
suorum	suus	PROpos.ref	Case=Gen|Numb=Plur|Gend=MascNeut
coram	coram2	PRE	MORPH=empty
matronis	matrona	NOMcom	Case=Abl|Numb=Plur
erubescentem	erubesco	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
nisi	nisi	CONsub	MORPH=empty
quod	quod2	CONsub	MORPH=empty
nec	nec2	CONcoo	MORPH=empty
ad	ad2	PRE	MORPH=empty
ostentationem	ostentatio	NOMcom	Case=Acc|Numb=Sing
fere	fere	ADV	Deg=Pos
habentur	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
Latent	lateo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
cingulis	cingulum	NOMcom	Case=Abl|Numb=Plur
smaragdi	smaragdus	NOMcom	Case=Nom|Numb=Plur
et	et2	CONcoo	MORPH=empty
cylindros	cylindrus	NOMcom	Case=Acc|Numb=Plur
vaginae	uagina	NOMcom	Case=Gen|Numb=Sing
suae	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=Fem
solus	solus	PROind	Case=Nom|Numb=Sing|Gend=Masc
gladius	gladius	NOMcom	Case=Nom|Numb=Sing
sub	sub	PRE	MORPH=empty
sinu	sinus	NOMcom	Case=Abl|Numb=Sing
novit	nosco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
peronibus	pero	NOMcom	Case=Abl|Numb=Plur
uniones	unio1	NOMcom	Case=Nom|Numb=Plur
emergere	emergo	VER	Mood=Inf|Tense=Pres|Voice=Act
de	de	PRE	MORPH=empty
luto	lutum1	NOMcom	Case=Abl|Numb=Sing
cupiunt	cupio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Nihil	nihil	PROind	Case=Ind
denique	denique	ADV	Deg=Pos
tam	tam	ADV	Deg=Pos
gemmatum	gemma	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
habent	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quam	quam1	ADVrel	MORPH=empty
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
gemmatum	gemmatus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
debet	debeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
comparet	compareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
aut	aut	CONcoo	MORPH=empty
ideo	ideo	ADV	Deg=Pos
comparet	compareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
neglectum	negligo	NOMcom	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
quoque	quoque	ADV	Deg=Pos
ostendatur	ostendo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
Perinde	perinde	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
vestium	uestis	NOMcom	Case=Gen|Numb=Plur
de	de	PRE	MORPH=empty
coloribus	color	NOMcom	Case=Abl|Numb=Plur
honorem	honor	NOMcom	Case=Acc|Numb=Sing
servi	seruus1	NOMcom	Case=Nom|Numb=Plur
etiam	etiam	ADV	Deg=Pos
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
terunt	tero	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Sed	sed	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
parietes	paries	NOMcom	Case=Acc|Numb=Plur
Tyriis	Tyrii	ADJqua	Case=Dat|Numb=Plur|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
hyacinthinis	hyacinthinus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
illis	ille	PROdem	Case=Abl|Numb=Plur|Gend=Com
regiis	regius	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
velis	uelum	NOMcom	Case=Abl|Numb=Plur
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
vos	uos	PROper	Case=Nom|Numb=Plur
operose	operose	ADV	Deg=Pos
resoluta	resoluo	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
transfiguratis	transfiguro	VER	Case=Dat|Numb=Plur
pro	pro1	PRE	MORPH=empty
pictura	pictura	NOMcom	Case=Abl|Numb=Sing
abutuntur	abutor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
Vilior	uilis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
apud	apud	PRE	MORPH=empty
illos	ille	PROdem	Case=Acc|Numb=Plur|Gend=Masc
purpura	purpura	NOMcom	Case=Nom|Numb=Sing
quam	quam1	ADVrel	MORPH=empty
rubrica	rubrica	NOMcom	Case=Nom|Numb=Sing
Quis	quis1	PROint	Case=Nom|Numb=Sing|Gend=MascFem
enim	enim2	CONcoo	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vestium	uestis	NOMcom	Case=Gen|Numb=Plur
honor	honor	NOMcom	Case=Nom|Numb=Sing
iustus	iustus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
de	de	PRE	MORPH=empty
adulterio	adulterium	NOMcom	Case=Abl|Numb=Sing
colorum	color	NOMcom	Case=Gen|Numb=Plur
iniustorum	iniustus	ADJqua	Case=Gen|Numb=Plur|Gend=MascNeut|Deg=Pos
Non	non	ADVneg	MORPH=empty
placet	placeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
deo	deus	NOMcom	Case=Dat|Numb=Sing
quod	quod1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
non	non	ADVneg	MORPH=empty
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
produxit	produco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Nisi	nisi	CONsub	MORPH=empty
si	si2	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
potuit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
purpureas	purpureus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
et	et2	CONcoo	MORPH=empty
arinas	arina	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
oves	ouis	NOMcom	Case=Acc|Numb=Plur
nasci	nascor	VER	Mood=Inf|Tense=Pres|Voice=Dep
iubere	iubeo	VER	Mood=Inf|Tense=Pres|Voice=Act
Si	si2	CONsub	MORPH=empty
potuit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ergo	ergo2	CONcoo	MORPH=empty
iam	iam	ADV	Deg=Pos
noluit	nolo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
deus	deus	NOMcom	Case=Nom|Numb=Sing
noluit	nolo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
utique	utique	ADV	Deg=Pos
non	non	ADVneg	MORPH=empty
licet	licet1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
fingi	fingo	VER	Mood=Inf|Tense=Pres|Voice=Pass
Non	non	ADVneg	MORPH=empty
ergo	ergo2	CONcoo	MORPH=empty
natura	natura	NOMcom	Case=Abl|Numb=Sing
optima	bonus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Sup
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ista	iste	PROdem	Case=Nom|Numb=Plur|Gend=Neut
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
a	ab	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
non	non	ADVneg	MORPH=empty
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
auctore	auctor	NOMcom	Case=Abl|Numb=Sing
naturae	natura	NOMcom	Case=Gen|Numb=Sing
Sic	sic	ADV	Deg=Pos
a	ab	PRE	MORPH=empty
diabolo	diabolus	NOMcom	Case=Abl|Numb=Sing
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
intelleguntur	intelligo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
ab	ab	PRE	MORPH=empty
interpolatore	interpolator	NOMcom	Case=Abl|Numb=Sing
naturae	natura	NOMcom	Case=Gen|Numb=Sing
Alterius	alter	PROind	Case=Gen|Numb=Sing|Gend=Com
enim	enim2	CONcoo	MORPH=empty
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
non	non	ADVneg	MORPH=empty
possunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
dei	deus	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quia	quia	CONsub	MORPH=empty
aemuli	aemulus1	NOMcom	Case=Nom|Numb=Plur
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
necesse	necesse	ADJqua	Case=Ind|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
dei	deus	NOMcom	Case=Nom|Numb=Sing
non	non	ADVneg	MORPH=empty
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Alius	alius	PROind	Case=Nom|Numb=Sing|Gend=Masc
autem	autem	CONcoo	MORPH=empty
praeter	praeter2	PRE	MORPH=empty
diabolum	diabolus	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
angelos	angelus	NOMcom	Case=Acc|Numb=Plur
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
aemulus	aemulus1	NOMcom	Case=Nom|Numb=Sing
dei	deus	NOMcom	Case=Gen|Numb=Sing
non	non	ADVneg	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ceterum	ceterum2	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
materiae	materia	NOMcom	Case=Nom|Numb=Sing
ex	ex	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non	non	ADVneg	MORPH=empty
statim	statim	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
huiusmodi	huiusmodi	ADV	Deg=Pos
fructus	fructus	NOMcom	Case=Nom|Numb=Sing
illarum	ille	PROdem	Case=Gen|Numb=Plur|Gend=Fem
in	in	PRE	MORPH=empty
hominibus	homo	NOMcom	Case=Abl|Numb=Plur
Quaeritur	quaero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
et	et2	CONcoo	MORPH=empty
unde	unde2	ADVint	MORPH=empty
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
conchae	concha	NOMcom	Case=Nom|Numb=Plur
et	et2	CONcoo	MORPH=empty
qua	quis1	PROrel	Case=Abl|Numb=Sing|Gend=Fem
dispositione	dispositio	NOMcom	Case=Abl|Numb=Sing
decorent	decoro	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
ubi	ubi3	CONsub	MORPH=empty
speciem	species	NOMcom	Case=Acc|Numb=Sing
suam	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=Fem
collocent	colloco	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Nam	nam	CONcoo	MORPH=empty
et	et2	CONcoo	Deg=Pos
omnes	omnis	PROind	Case=Nom|Numb=Plur|Gend=MascFem
istae	iste	PROdem	Case=Nom|Numb=Plur|Gend=Fem
profanae	profanus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
spectaculorum	spectaculum	NOMcom	Case=Gen|Numb=Plur
saecularium	saecularis	NOMcom	Case=Gen|Numb=Plur|Deg=Pos
voluptates	uoluptas	NOMcom	Case=Nom|Numb=Plur
sicut	sicut1	ADVrel	MORPH=empty
de	de	PRE	MORPH=empty
illis	ille	PROdem	Case=Abl|Numb=Plur|Gend=Com
suum	suus	PROpos.ref	Case=Acc|Numb=Sing|Gend=MascNeut
volumen	uolumen	NOMcom	Case=Acc|Numb=Sing
edidimus	edo1	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
etiam	etiam	ADV	Deg=Pos
idololatria	idololatria	NOMcom	Case=Nom|Numb=Sing
ex	ex	PRE	MORPH=empty
rebus	res	NOMcom	Case=Abl|Numb=Plur
dei	deus	NOMcom	Case=Gen|Numb=Sing
constat	consto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Non	non	ADVneg	MORPH=empty
tamen	tamen	ADV	Deg=Pos
ideo	ideo	ADV	Deg=Pos
circi	circus	NOMcom	Case=Nom|Numb=Sing
furoribus	furor1	NOMcom	Case=Abl|Numb=Plur
aut	aut	CONcoo	MORPH=empty
arenae	arena	NOMcom	Case=Gen|Numb=Sing
atrocitatibus	atrocitas	NOMcom	Case=Abl|Numb=Plur
aut	aut	CONcoo	MORPH=empty
scenae	scena	NOMcom	Case=Gen|Numb=Sing
turpitudinibus	turpitudo	NOMcom	Case=Dat|Numb=Plur
Christianum	Christianus	ADJqua	Case=Acc|Numb=Sing
affici	afficio	VER	Mood=Inf|Tense=Pres|Voice=Pass
oportet	oportet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
quod	qui2	CONsub	Case=Acc|Numb=Sing|Gend=Neut
et	et2	CONcoo	MORPH=empty
equum	equus	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
pantheram	panthera1	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
vocem	uox	NOMcom	Case=Acc|Numb=Sing
homini	homo	NOMcom	Case=Dat|Numb=Sing
deus	deus	NOMcom	Case=Nom|Numb=Sing
dedit	do	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
sicut	sicut1	ADVrel	MORPH=empty
nec	nec2	CONcoo	MORPH=empty
ideo	ideo	ADV	Deg=Pos
idololatrian	idololatria	NOMcom	Case=Acc|Numb=Sing
impune	impune	ADV	Deg=Pos
faciat	facio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Christianus	Christianus	NOMpro	Case=Nom|Numb=Sing
quia	quia	CONsub	MORPH=empty
dei	deus	NOMcom	Case=Gen|Numb=Sing
conditio	conditio	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
tus	tus	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
merum	merum	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
ignis	ignis	NOMcom	Case=Nom|Numb=Sing
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
vescitur	uescor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
et	et2	CONcoo	MORPH=empty
animalia	animal	NOMcom	Case=Nom|Numb=Plur
quae	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
victimae	uictima	NOMcom	Case=Nom|Numb=Plur
fiunt	fio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
cum	cum3	CONsub	MORPH=empty
et	et2	CONcoo	Deg=Pos
ipsa	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Fem
materia	materia	NOMcom	Case=Nom|Numb=Sing
quae	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
adoratur	adoro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
dei	deus	NOMcom	Case=Gen|Numb=Sing
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Sic	sic	ADV	Deg=Pos
ergo	ergo2	CONcoo	MORPH=empty
et	et1	ADV	Deg=Pos
circa	circa2	PRE	MORPH=empty
actum	actus1	NOMcom	Case=Acc|Numb=Sing
materiarum	materia	NOMcom	Case=Gen|Numb=Plur
census	census	NOMcom	Case=Nom|Numb=Sing
a	ab	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
descendens	descendo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
propterea	propterea	ADV	Deg=Pos
excusat	excuso	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ut	ut1	ADVrel	MORPH=empty
deo	deus	NOMcom	Case=Dat|Numb=Sing
extraneum	extraneus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
ut	ut1	ADVrel	MORPH=empty
reum	reus	NOMcom	Case=Acc|Numb=Sing
scilicet	scilicet	ADV	Deg=Pos
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
saecularis	saecularis	ADJqua	Case=Gen|Numb=Sing|Gend=Com|Deg=Pos|Mood=Ind|Tense=Pres|Voice=Dep
Nam	nam	CONcoo	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
quaedam	quidam	PROind	Case=Nom|Numb=Plur|Gend=Neut
rerum	res	NOMcom	Case=Gen|Numb=Plur
per	per	PRE	MORPH=empty
singulas	singulus	ADJdis	Case=Acc|Numb=Plur|Gend=Fem
quasque	qui	PROind	Case=Acc|Numb=Plur|Gend=Fem
{quasque}	que	CON	MORPH=empty
terras	terra	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
unamquamque	unusquisque	PROind	Case=Acc|Numb=Sing|Gend=Fem
regionem	regio	NOMcom	Case=Acc|Numb=Sing
maris	mare	NOMcom	Case=Gen|Numb=Sing
a	ab	PRE	MORPH=empty
deo	deus	NOMcom	Case=Abl|Numb=Sing
distributa	distribuo	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
invicem	inuicem	ADV	Deg=Pos
sibi	sui1	PROref	Case=Dat|Numb=Sing
peregrina	peregrinus2	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
apud	apud	PRE	MORPH=empty
exteros	exter	NOMcom	Case=Acc|Numb=Plur|Gend=Masc
mutuo	mutuo2	ADV	Numb=Sing|Deg=Pos
rara	rarus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
apud	apud	PRE	MORPH=empty
suos	sui2	PROpos.ref	Case=Acc|Numb=Plur|Gend=Masc
iure	ius1	ADV	Case=Abl|Numb=Sing
si	si2	CONsub	MORPH=empty
utique	utique	ADV	Deg=Pos
vel	uel2	CONcoo	MORPH=empty
negleguntur	negligo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
vel	uel2	CONcoo	MORPH=empty
appetuntur	appeto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
quia	quia	CONsub	MORPH=empty
non	non	ADVneg	MORPH=empty
tantus	tantus	PROdem	Case=Nom|Numb=Sing|Gend=Masc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
in	in	PRE	MORPH=empty
illis	ille	PROdem	Case=Abl|Numb=Plur|Gend=Com
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
fervor	feruor	NOMcom	Case=Nom|Numb=Sing
inter	inter	PRE	MORPH=empty
domesticos	domesticus2	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
frigidae	frigidus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem
Sed	sed	CONcoo	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
ex	ex	PRE	MORPH=empty
possessionum	possessio	NOMcom	Case=Gen|Numb=Plur
distributione	distributio	NOMcom	Case=Abl|Numb=Sing
quam	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem
deus	deus	NOMcom	Case=Nom|Numb=Sing
ut	ut1	ADVrel	MORPH=empty
voluit	uolo3	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ordinavit	ordino	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
raritas	raritas	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
peregrinitas	peregrinitas	NOMcom	Case=Nom|Numb=Sing
apud	apud	PRE	MORPH=empty
extraneos	extraneus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
semper	semper	ADV	Deg=Pos
gratiam	gratia	NOMcom	Case=Acc|Numb=Sing
inveniens	inuenio	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
de	de	PRE	MORPH=empty
simplici	simplex	ADJmul	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
causa	causa	NOMcom	Case=Abl|Numb=Sing
non	non	ADVneg	MORPH=empty
habendi	habeo	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
quae	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem
deus	deus	NOMcom	Case=Nom|Numb=Sing
alibi	alibi	ADV	Deg=Pos
collocavit	colloco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
concupiscentiam	concupiscentia	NOMcom	Case=Acc|Numb=Sing
concitat	concito1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
habendi	habeo	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
Ex	ex	PRE	MORPH=empty
hac	hic1	PROdem	Case=Abl|Numb=Sing|Gend=Fem
vitium	uitium	NOMcom	Case=Nom|Numb=Sing
aliud	alius	PROind	Case=Nom|Numb=Sing|Gend=Neut
